Process Arrival_Time Service_Time Priority
P2648 14573 6 20
P2649 14574 4 17
P2650 14577 19 5
P2651 14581 5 16
P2652 14590 15 3
P2653 14599 19 5
P2654 14602 16 2
P2655 14611 8 8
P2656 14621 20 6
P2657 14629 7 7
P2658 14638 13 18
P2659 14645 4 19
P2660 14653 16 2
P2661 14663 8 15
P2662 14671 6 1
P2663 14676 3 1
P2664 14684 14 18
P2665 14689 2 5
P2666 14690 16 12
P2667 14692 6 15
P2668 14700 15 14
P2669 14704 15 11
P2670 14705 3 19
P2671 14709 15 2
P2672 14717 12 18
P2673 14723 15 13
P2674 14731 3 15
P2675 14733 14 15
P2676 14739 2 4
P2677 14746 5 16
P2678 14752 19 2
P2679 14756 4 1
P2680 14760 16 12
P2681 14765 16 4
P2682 14771 9 1
P2683 14776 8 8
P2684 14786 15 3
P2685 14787 1 9
P2686 14793 2 10
P2687 14798 2 5
P2688 14801 20 14
P2689 14802 11 15
P2690 14812 5 15
P2691 14816 1 6
P2692 14826 14 4
P2693 14835 11 14
P2694 14838 10 2
P2695 14846 8 16
P2696 14854 2 9
P2697 14855 6 9
P2698 14864 19 13
P2699 14874 17 18
P2700 14879 20 1
P2701 14887 15 5
P2702 14892 8 4
P2703 14897 17 8
P2704 14899 19 17
P2705 14908 9 1
P2706 14911 6 20
P2707 14921 10 5
P2708 14931 19 17
P2709 14936 17 15
P2710 14945 2 3
P2711 14954 18 1
P2712 14962 5 6
P2713 14967 13 10
P2714 14970 11 18
P2715 14972 16 14
P2716 14977 19 12
P2717 14982 17 14
P2718 14985 15 10
P2719 14990 1 7
P2720 14996 15 3
P2721 14997 13 8
P2722 14999 11 14
P2723 15001 13 1
P2724 15008 9 5
P2725 15013 18 16
P2726 15021 12 12
P2727 15029 2 14
P2728 15033 11 20
P2729 15035 4 3
P2730 15042 6 7
P2731 15050 16 12
P2732 15053 8 14
P2733 15063 5 8
P2734 15072 11 12
P2735 15077 7 16
P2736 15081 3 9
P2737 15091 13 17
P2738 15099 20 8
P2739 15104 5 15
P2740 15111 19 5
P2741 15113 14 2
P2742 15119 9 4
P2743 15122 11 8
P2744 15124 11 6
P2745 15131 12 19
P2746 15135 5 2
P2747 15145 9 10
P2748 15148 6 7
P2749 15149 11 6
P2750 15158 3 8
P2751 15168 20 3
P2752 15169 15 3
P2753 15177 12 14
P2754 15178 6 8
P2755 15179 8 1
P2756 15183 6 6
P2757 15187 2 18
P2758 15193 15 11
P2759 15197 15 20
P2760 15206 4 4
P2761 15212 7 4
P2762 15217 5 12
P2763 15220 17 9
P2764 15230 20 9
P2765 15240 10 2
P2766 15246 10 3
P2767 15253 13 1
P2768 15262 18 13
P2769 15263 18 11
P2770 15269 16 17
P2771 15274 11 2
P2772 15281 7 1
P2773 15287 15 17
P2774 15289 1 19
P2775 15294 2 18
P2776 15297 1 5
P2777 15304 8 10
P2778 15309 19 11
P2779 15311 8 4
P2780 15312 17 7
P2781 15319 9 7
P2782 15320 10 14
P2783 15329 19 7
P2784 15331 14 1
P2785 15338 9 1
P2786 15342 20 19
P2787 15352 19 20
P2788 15360 16 15
P2789 15363 7 15
P2790 15371 18 7
P2791 15381 14 13
P2792 15390 6 12
P2793 15395 17 16
P2794 15400 20 2
P2795 15407 11 19
P2796 15413 15 13
P2797 15423 18 5
P2798 15426 15 9
P2799 15427 3 12
P2800 15436 11 18
P2801 15441 17 17
P2802 15450 13 4
P2803 15453 4 12
P2804 15455 5 8
P2805 15465 17 15
P2806 15473 9 14
P2807 15479 6 11
P2808 15483 12 15
P2809 15486 14 12
P2810 15496 12 12
P2811 15505 7 17
P2812 15511 11 17
P2813 15514 8 3
P2814 15521 4 6
P2815 15525 10 10
P2816 15527 4 11
P2817 15529 20 13
P2818 15535 15 20
P2819 15545 12 4
P2820 15551 8 15
P2821 15557 16 9
P2822 15563 10 16
P2823 15570 15 17
P2824 15580 7 6
P2825 15590 3 14
P2826 15597 6 16
P2827 15602 18 20
P2828 15603 14 19
P2829 15607 4 11
P2830 15616 19 2
P2831 15618 17 4
P2832 15622 15 7
P2833 15628 17 20
P2834 15638 8 6
P2835 15647 4 20
P2836 15652 16 15
P2837 15653 11 2
P2838 15663 7 3
P2839 15670 13 16
P2840 15680 11 3
P2841 15688 1 5
P2842 15697 9 16
P2843 15705 16 4
P2844 15709 20 9
P2845 15718 11 4
P2846 15720 16 2
P2847 15724 9 17
P2848 15725 8 2
P2849 15733 4 9
P2850 15743 16 12
P2851 15748 13 1
P2852 15754 20 10
P2853 15756 14 6
P2854 15766 3 18
P2855 15769 5 8
P2856 15772 9 10
P2857 15779 4 4
P2858 15782 9 13
P2859 15792 14 7
P2860 15794 8 6
P2861 15796 20 1
P2862 15798 6 6
P2863 15805 15 17
P2864 15815 17 13
P2865 15818 7 16
P2866 15826 1 17
P2867 15836 3 15
P2868 15846 16 13
P2869 15849 18 12
P2870 15851 17 13
P2871 15854 14 4
P2872 15860 18 6
P2873 15864 11 17
P2874 15866 7 1
P2875 15876 1 5
P2876 15879 12 6
P2877 15884 3 3
P2878 15886 12 5
P2879 15891 20 18
P2880 15900 18 9
P2881 15910 9 3
P2882 15914 19 2
P2883 15922 16 13
P2884 15932 10 6
P2885 15941 20 11
P2886 15946 1 5
P2887 15951 10 11
P2888 15961 16 5
P2889 15963 13 16
P2890 15965 11 3
P2891 15972 3 9
P2892 15980 5 7
P2893 15984 7 2
P2894 15991 16 5
P2895 15994 17 7
P2896 15997 9 11
P2897 16005 14 1
P2898 16014 8 15
P2899 16021 5 15
P2900 16026 2 15
P2901 16036 14 14
P2902 16037 4 19
P2903 16046 17 20
P2904 16047 10 3
P2905 16056 16 16
P2906 16057 20 18
P2907 16064 4 13
P2908 16071 20 16
P2909 16076 11 11
P2910 16086 18 3
P2911 16090 8 20
P2912 16091 10 8
P2913 16097 5 9
P2914 16103 7 13
P2915 16110 19 10
P2916 16116 14 16
P2917 16121 3 12
P2918 16123 3 18
P2919 16132 1 18
P2920 16140 10 3
P2921 16147 13 15
P2922 16156 4 13
P2923 16163 17 20
P2924 16173 1 17
P2925 16180 1 9
P2926 16189 20 12
P2927 16196 15 15
P2928 16197 11 6
P2929 16199 11 14
P2930 16203 4 11
P2931 16212 2 15
P2932 16217 17 9
P2933 16219 10 8
P2934 16228 16 15
P2935 16231 2 7
P2936 16241 13 15
P2937 16248 17 5
P2938 16257 12 19
P2939 16259 3 11
P2940 16266 15 4
P2941 16276 17 10
P2942 16283 7 7
P2943 16290 19 11
P2944 16294 13 9
P2945 16298 5 4
P2946 16303 2 19
P2947 16312 9 8
P2948 16320 6 3
P2949 16328 14 5
P2950 16332 3 3
P2951 16339 2 15
P2952 16344 1 11
P2953 16354 5 9
P2954 16359 2 7
P2955 16367 5 18
P2956 16376 13 13
P2957 16385 5 17
P2958 16395 12 5
P2959 16400 13 8
P2960 16404 8 18
P2961 16405 18 5
P2962 16415 3 8
P2963 16420 10 15
P2964 16426 5 6
P2965 16427 7 17
P2966 16431 1 20
P2967 16439 5 5
P2968 16445 2 2
P2969 16451 10 18
P2970 16460 9 4
P2971 16462 20 3
P2972 16467 9 14
P2973 16469 9 10
P2974 16474 19 15
P2975 16483 10 12
P2976 16489 6 6
P2977 16497 16 11
P2978 16505 18 11
P2979 16507 1 5
P2980 16511 20 4
P2981 16521 14 1
P2982 16524 19 18
P2983 16525 5 8
P2984 16530 17 2
P2985 16539 20 2
P2986 16547 20 17
P2987 16556 1 11
P2988 16562 16 3
P2989 16572 16 16
P2990 16573 18 18
P2991 16583 20 6
P2992 16586 7 6
P2993 16589 10 12
P2994 16592 11 16
P2995 16596 1 16
P2996 16605 3 10
P2997 16614 8 19
P2998 16624 11 14
P2999 16634 14 2
P3000 16642 10 11
P3001 16644 14 17
P3002 16646 13 17
P3003 16656 6 5
P3004 16657 15 13
P3005 16662 1 12
P3006 16663 1 6
P3007 16670 17 10
P3008 16673 9 11
P3009 16677 16 20
P3010 16685 8 4
P3011 16694 9 7
P3012 16704 15 2
P3013 16706 19 1
P3014 16711 12 13
P3015 16713 10 20
P3016 16722 20 3
P3017 16724 11 17
P3018 16730 17 19
P3019 16734 10 18
P3020 16740 10 14
P3021 16742 2 4
P3022 16744 19 17
P3023 16746 14 18
P3024 16755 5 19
P3025 16762 20 8
P3026 16768 17 10
P3027 16778 8 9
P3028 16784 18 18
P3029 16788 6 12
P3030 16792 13 5
P3031 16799 13 19
P3032 16803 11 14
P3033 16808 18 3
P3034 16816 10 14
P3035 16821 5 14
P3036 16827 4 18
P3037 16834 14 4
P3038 16840 10 12
P3039 16849 13 14
P3040 16853 10 5
P3041 16860 9 1
P3042 16865 12 12
P3043 16866 20 13
P3044 16872 16 7
P3045 16882 12 14
P3046 16884 18 10
P3047 16890 2 19
P3048 16895 20 19
P3049 16899 10 12
P3050 16909 2 5
P3051 16915 5 3
P3052 16919 20 10
P3053 16920 10 1
P3054 16926 7 4
P3055 16931 17 11
P3056 16932 9 20
P3057 16937 19 4
P3058 16940 9 14
P3059 16942 9 11
P3060 16945 6 10
P3061 16948 20 9
P3062 16951 5 13
P3063 16956 19 19
P3064 16958 20 8
P3065 16962 5 11
P3066 16967 6 3
P3067 16968 5 13
P3068 16975 20 9
P3069 16985 6 18
P3070 16990 11 2
P3071 17000 12 6
P3072 17005 10 15
P3073 17009 4 12
P3074 17019 14 10
P3075 17020 14 12
P3076 17022 18 7
P3077 17025 9 14
P3078 17035 20 7
P3079 17045 3 2
P3080 17050 4 17
P3081 17060 4 1
P3082 17063 11 11
P3083 17066 8 18
P3084 17069 5 8
P3085 17070 4 9
P3086 17076 13 1
P3087 17080 3 9
P3088 17087 15 6
P3089 17091 12 18
P3090 17092 18 12
P3091 17098 14 16
P3092 17105 11 1
P3093 17111 15 6
P3094 17114 17 6
P3095 17118 2 3
P3096 17124 13 5
P3097 17129 20 7
P3098 17131 1 4
P3099 17136 6 11
P3100 17138 4 13
P3101 17148 13 10
P3102 17150 2 18
P3103 17152 4 4
P3104 17162 1 11
P3105 17167 12 3
P3106 17168 1 2
P3107 17174 3 3
P3108 17183 17 15
P3109 17184 3 17
P3110 17193 4 18
P3111 17194 6 12
P3112 17204 1 6
P3113 17208 10 5
P3114 17216 20 6
P3115 17226 13 20
P3116 17231 13 20
P3117 17237 5 11
P3118 17245 15 10
P3119 17255 2 9
P3120 17256 3 20
P3121 17257 2 20
P3122 17260 18 20
P3123 17261 5 14
P3124 17263 14 16
P3125 17264 14 7
P3126 17266 1 17
P3127 17271 19 1
P3128 17276 7 20
P3129 17279 11 9
P3130 17285 1 2
P3131 17294 8 3
P3132 17301 19 14
P3133 17308 15 19
P3134 17311 7 17
P3135 17317 4 11
P3136 17324 1 2
P3137 17327 7 10
P3138 17336 15 8
P3139 17339 15 2
P3140 17349 6 11
P3141 17356 10 13
P3142 17366 8 18
P3143 17373 16 18
P3144 17378 6 6
P3145 17379 7 15
P3146 17388 8 4
P3147 17394 18 8
P3148 17400 5 13
P3149 17407 1 18
P3150 17409 3 2
P3151 17419 8 14
P3152 17423 10 11
P3153 17425 6 12
P3154 17428 3 14
P3155 17431 16 8
P3156 17439 10 7
P3157 17447 14 7
P3158 17453 19 4
P3159 17454 19 15
P3160 17464 13 18
P3161 17469 9 10
P3162 17470 8 3
P3163 17472 7 13
P3164 17473 1 9
P3165 17477 19 10
P3166 17486 20 7
P3167 17492 19 4
P3168 17501 20 6
P3169 17505 2 11
P3170 17508 6 4
P3171 17517 6 1
P3172 17525 15 2
P3173 17532 5 4
P3174 17536 9 14
P3175 17540 11 18
P3176 17542 11 12
P3177 17543 4 1
P3178 17546 9 10
P3179 17549 13 10
P3180 17550 16 12
P3181 17555 11 15
P3182 17560 18 17
P3183 17567 7 4
P3184 17576 15 15
P3185 17581 3 4
P3186 17591 6 10
P3187 17592 6 7
P3188 17596 8 5
P3189 17603 3 15
P3190 17607 6 8
P3191 17612 4 9
P3192 17621 11 10
P3193 17626 6 2
P3194 17634 8 9
P3195 17640 11 1
P3196 17644 3 10
P3197 17645 9 15
P3198 17646 8 13
P3199 17649 11 18
P3200 17658 1 3
P3201 17662 16 16
P3202 17667 3 6
P3203 17673 1 9
P3204 17682 7 13
P3205 17687 17 3
P3206 17695 15 12
P3207 17702 17 6
P3208 17711 13 5
P3209 17717 4 17
P3210 17718 17 1
P3211 17726 9 10
P3212 17733 14 9
P3213 17737 8 2
P3214 17740 4 2
P3215 17745 2 20
P3216 17750 6 7
P3217 17758 14 20
P3218 17764 7 4
P3219 17770 10 18
P3220 17777 3 6
P3221 17787 16 12
P3222 17791 5 18
P3223 17798 12 5
P3224 17806 6 1
P3225 17813 12 9
P3226 17819 3 18
P3227 17821 4 4
P3228 17829 20 4
P3229 17838 14 6
P3230 17847 14 13
P3231 17857 15 1
P3232 17863 5 13
P3233 17866 6 19
P3234 17874 2 19
P3235 17879 10 5
P3236 17888 7 12
P3237 17894 6 11
P3238 17900 18 11
P3239 17907 4 14
P3240 17917 10 12
P3241 17925 20 8
P3242 17934 9 15
P3243 17943 9 13
P3244 17946 3 7
P3245 17955 19 3
P3246 17963 20 15
P3247 17969 17 13
P3248 17974 16 3
P3249 17977 7 18
P3250 17987 2 13
P3251 17997 14 17
P3252 18000 7 16
P3253 18009 18 11
P3254 18011 1 12
P3255 18021 5 13
P3256 18028 5 7
P3257 18029 8 3
P3258 18034 6 20
P3259 18041 15 9
P3260 18044 4 12
P3261 18048 6 19
P3262 18052 7 20
P3263 18058 3 18
P3264 18065 6 10
P3265 18070 11 14
P3266 18078 6 5
P3267 18079 6 17
P3268 18080 5 13
P3269 18090 15 13
P3270 18094 1 11
P3271 18100 2 16
P3272 18103 4 18
P3273 18106 20 6
P3274 18116 9 10
P3275 18117 15 3
P3276 18126 20 18
P3277 18134 5 13
P3278 18138 8 15
P3279 18146 12 15
P3280 18150 8 13
P3281 18156 17 16
P3282 18161 6 15
P3283 18171 1 13
P3284 18177 4 20
P3285 18183 8 19
P3286 18192 14 4
P3287 18197 9 1
P3288 18206 4 7
P3289 18207 17 3
P3290 18211 16 5
P3291 18221 10 5
P3292 18227 11 9
P3293 18236 4 5
P3294 18243 7 19
P3295 18253 7 8
P3296 18260 10 17
P3297 18261 13 2
P3298 18263 9 17
P3299 18268 2 2
P3300 18274 20 3
P3301 18284 20 8
P3302 18285 14 8
P3303 18287 18 14
P3304 18294 3 2
P3305 18298 15 19
P3306 18302 8 12
P3307 18310 10 6
P3308 18313 16 7
P3309 18314 17 9
P3310 18318 14 6
P3311 18324 19 18
P3312 18329 6 6
P3313 18338 17 12
P3314 18342 5 15
P3315 18348 7 5
P3316 18350 19 8
P3317 18354 11 19
P3318 18358 12 20
P3319 18359 3 7
P3320 18361 4 18
P3321 18367 17 2
P3322 18375 11 7
P3323 18383 11 6
P3324 18389 18 4
P3325 18396 13 1
P3326 18406 1 13
P3327 18409 7 15
P3328 18410 17 12
P3329 18413 4 10
P3330 18420 17 20
P3331 18426 16 3
P3332 18435 20 20
P3333 18441 6 18
P3334 18443 19 14
P3335 18447 7 3
P3336 18452 6 5
P3337 18455 17 7
P3338 18458 4 15
P3339 18467 2 8
P3340 18476 12 14
P3341 18482 20 16
P3342 18487 15 5
P3343 18489 10 7
P3344 18494 18 13
P3345 18501 6 4
P3346 18506 17 14
P3347 18507 20 9
P3348 18512 15 12
P3349 18513 2 18
P3350 18518 18 18
P3351 18519 11 9
P3352 18521 8 11
P3353 18527 8 20
P3354 18530 9 17
P3355 18531 4 6
P3356 18532 20 12
P3357 18538 4 7
P3358 18544 11 13
P3359 18550 3 11
P3360 18558 6 8
P3361 18562 9 20
P3362 18563 11 8
P3363 18564 17 17
P3364 18574 14 1
P3365 18581 9 5
P3366 18583 17 14
P3367 18587 19 4
P3368 18590 5 18
P3369 18593 3 1
P3370 18597 7 6
P3371 18602 11 8
P3372 18603 14 10
P3373 18607 18 16
P3374 18612 3 2
P3375 18616 1 1
P3376 18619 17 20
P3377 18627 9 17
P3378 18631 11 2
P3379 18632 16 5
P3380 18636 4 20
P3381 18643 10 17
P3382 18645 2 9
P3383 18646 20 10
P3384 18650 16 11
P3385 18651 15 17
P3386 18655 19 18
P3387 18661 3 1
P3388 18664 10 7
P3389 18673 6 15
P3390 18677 19 1
P3391 18686 3 9
P3392 18693 9 20
P3393 18694 4 14
P3394 18703 15 19
P3395 18704 6 2
P3396 18709 13 5
P3397 18712 4 7
P3398 18714 8 2
P3399 18723 13 16
P3400 18730 20 14
P3401 18735 17 11
P3402 18740 6 5
P3403 18743 13 7
P3404 18744 1 20
P3405 18747 6 1
P3406 18753 10 2
P3407 18763 4 17
P3408 18766 10 19
P3409 18772 5 6
P3410 18775 6 9
P3411 18782 11 2
P3412 18792 7 7
P3413 18802 11 16
P3414 18808 10 4
P3415 18810 12 15
P3416 18811 16 9
P3417 18818 13 1
P3418 18826 5 4
P3419 18836 6 9
P3420 18838 18 6
P3421 18840 14 9
P3422 18850 18 16
P3423 18859 7 20
P3424 18863 18 12
P3425 18869 16 13
P3426 18871 20 15
P3427 18879 18 12
P3428 18881 5 4
P3429 18891 4 1
P3430 18897 11 3
P3431 18905 9 19
P3432 18906 4 9
P3433 18911 19 7
P3434 18919 9 20
P3435 18929 16 15
P3436 18932 6 7
P3437 18936 17 1
P3438 18946 3 17
P3439 18950 3 14
P3440 18951 14 19
P3441 18958 15 1
P3442 18962 4 5
P3443 18964 17 11
P3444 18973 3 9
P3445 18979 4 7
P3446 18986 15 9
P3447 18988 14 7
P3448 18997 17 2
P3449 19007 16 3
P3450 19008 3 10
P3451 19018 15 12
P3452 19027 6 11
P3453 19033 9 20
P3454 19038 4 18
P3455 19039 19 13
P3456 19046 14 14
P3457 19053 2 9
P3458 19059 8 2
P3459 19060 12 6
P3460 19067 3 16
P3461 19073 17 2
P3462 19077 15 14
P3463 19079 15 1
P3464 19085 4 18
P3465 19092 15 18
P3466 19099 12 7
P3467 19109 9 18
P3468 19115 7 8
P3469 19118 18 2
P3470 19121 20 20
P3471 19124 6 8
P3472 19127 12 4
P3473 19130 3 4
P3474 19131 19 4
P3475 19136 2 9
P3476 19141 12 3
P3477 19144 1 2
P3478 19147 20 11
P3479 19157 14 10
P3480 19167 6 17
P3481 19175 1 9
P3482 19176 13 20
P3483 19184 5 17
P3484 19193 6 2
P3485 19200 11 14
P3486 19201 1 15
P3487 19205 20 6
P3488 19206 12 20
P3489 19214 17 10
P3490 19224 1 19
P3491 19229 10 1
P3492 19239 6 19
P3493 19246 18 4
P3494 19251 1 5
P3495 19253 15 15
P3496 19262 4 10
P3497 19265 12 3
P3498 19268 14 10
P3499 19276 6 16
P3500 19279 11 11
P3501 19288 10 18
P3502 19289 3 9
P3503 19294 10 3
P3504 19304 4 17
P3505 19312 8 8
P3506 19319 9 17
P3507 19324 15 6
P3508 19326 7 13
P3509 19333 8 8
P3510 19341 7 14
P3511 19347 8 12
P3512 19354 16 11
P3513 19359 18 9
P3514 19366 6 2
P3515 19370 15 9
P3516 19378 20 2
P3517 19380 11 17
P3518 19383 13 3
P3519 19384 8 17
P3520 19388 12 6
P3521 19395 18 11
P3522 19398 8 18
P3523 19407 11 4
P3524 19412 14 5
P3525 19418 15 5
P3526 19422 15 9
P3527 19424 9 8
P3528 19425 5 20
P3529 19432 16 20
P3530 19439 12 5
P3531 19449 8 12
P3532 19459 2 15
P3533 19465 16 3
P3534 19475 17 14
P3535 19478 17 4
P3536 19486 14 6
P3537 19488 2 13
P3538 19497 4 16
P3539 19507 18 4
P3540 19512 15 14
P3541 19521 6 14
P3542 19524 11 14
P3543 19527 5 18
P3544 19531 14 16
P3545 19536 11 20
P3546 19540 19 20
P3547 19542 11 3
P3548 19552 18 8
P3549 19560 5 14
P3550 19566 11 2
P3551 19567 12 18
P3552 19573 6 9
P3553 19580 4 18
P3554 19583 1 18
P3555 19591 3 11
P3556 19599 8 7
P3557 19608 1 6
P3558 19611 6 7
P3559 19614 10 5
P3560 19617 2 5
P3561 19625 15 19
P3562 19630 10 16
P3563 19635 12 10
P3564 19636 5 9
P3565 19646 1 13
P3566 19650 10 13
P3567 19656 13 14
P3568 19657 11 17
P3569 19664 7 15
P3570 19670 16 17
P3571 19673 12 15
P3572 19674 20 15
P3573 19681 14 12
P3574 19688 19 11
P3575 19698 3 15
P3576 19701 20 3
P3577 19703 20 5
P3578 19706 16 6
P3579 19714 20 3
P3580 19715 8 7
P3581 19720 7 17
P3582 19730 4 12
P3583 19739 5 15
P3584 19747 11 4
P3585 19754 4 1
P3586 19757 16 1
P3587 19766 14 7
P3588 19769 3 8
P3589 19776 8 11
P3590 19777 17 2
P3591 19782 4 13
P3592 19792 11 5
P3593 19800 3 13
P3594 19807 8 15
P3595 19814 20 2
P3596 19821 11 8
P3597 19825 13 10
P3598 19828 1 4
P3599 19834 8 9
P3600 19836 14 11
P3601 19840 4 2
P3602 19844 3 16
P3603 19853 18 5
P3604 19859 14 7
P3605 19867 18 18
P3606 19869 12 9
P3607 19875 11 8
P3608 19877 2 17
P3609 19884 8 14
P3610 19893 1 5
P3611 19898 14 5
P3612 19908 16 16
P3613 19909 14 13
P3614 19913 20 1
P3615 19914 6 14
P3616 19916 11 17
P3617 19919 10 1
P3618 19926 16 6
P3619 19933 12 2
P3620 19940 7 18
P3621 19944 7 4
P3622 19949 2 5
P3623 19955 20 16
P3624 19964 12 3
P3625 19968 17 6
P3626 19969 18 6
P3627 19974 2 1
P3628 19976 20 12
P3629 19977 7 9
P3630 19980 16 14
P3631 19985 16 14
P3632 19993 8 7
P3633 19994 12 5
P3634 19996 11 13
P3635 19999 2 8
P3636 20009 18 7
P3637 20017 6 8
P3638 20019 6 9
P3639 20021 18 11
P3640 20025 5 9
P3641 20035 19 13
P3642 20037 6 3
P3643 20042 9 18
P3644 20043 4 11
P3645 20048 17 4
P3646 20056 11 1
P3647 20066 10 11
P3648 20075 20 13
P3649 20081 17 2
P3650 20091 19 17
P3651 20092 1 11
P3652 20097 4 10
P3653 20098 15 17
P3654 20105 19 14
P3655 20110 15 14
P3656 20113 6 15
P3657 20117 16 18
P3658 20121 4 17
P3659 20125 20 14
P3660 20135 1 11
P3661 20140 3 5
P3662 20150 17 6
P3663 20151 15 4
P3664 20152 11 19
P3665 20155 13 5
P3666 20165 6 20
P3667 20168 6 8
P3668 20171 4 10
P3669 20177 11 5
P3670 20178 8 13
P3671 20180 2 14
P3672 20182 16 20
P3673 20186 14 15
P3674 20188 14 5
P3675 20193 5 17
P3676 20199 16 19
P3677 20202 10 8
P3678 20203 13 16
P3679 20209 15 8
P3680 20216 16 10
P3681 20218 18 11
P3682 20227 19 3
P3683 20231 9 19
P3684 20237 15 6
P3685 20245 7 9
P3686 20250 17 20
P3687 20251 19 20
P3688 20254 4 10
P3689 20263 1 4
P3690 20271 13 1
P3691 20279 4 13
P3692 20281 4 11
P3693 20288 3 15
P3694 20290 5 18
P3695 20294 19 15
P3696 20297 13 19
P3697 20300 19 14
P3698 20306 18 9
P3699 20311 13 3
P3700 20314 14 13
P3701 20318 17 11
P3702 20324 4 6
P3703 20325 4 5
P3704 20335 19 13
P3705 20341 9 16
P3706 20349 19 12
P3707 20354 19 19
P3708 20356 14 5
P3709 20366 1 14
P3710 20372 1 7
P3711 20373 12 3
P3712 20377 6 20
P3713 20382 12 2
P3714 20388 9 18
P3715 20392 16 20
P3716 20396 15 6
P3717 20400 4 9
P3718 20404 16 3
P3719 20411 1 17
P3720 20418 11 4
P3721 20419 3 6
P3722 20420 14 16
P3723 20426 13 2
P3724 20432 4 20
P3725 20435 16 11
P3726 20445 20 1
P3727 20454 3 4
P3728 20459 6 4
P3729 20469 7 8
P3730 20475 8 12
P3731 20484 2 7
P3732 20491 14 16
P3733 20498 15 12
P3734 20503 8 13
P3735 20504 5 10
P3736 20508 3 1
P3737 20515 3 20
P3738 20524 7 18
P3739 20525 5 3
P3740 20526 16 16
P3741 20528 19 10
P3742 20530 16 16
P3743 20532 16 3
P3744 20535 3 3
P3745 20544 4 13
P3746 20548 13 7
P3747 20554 18 1
P3748 20561 5 2
P3749 20566 13 9
P3750 20574 12 15
P3751 20582 10 17
P3752 20585 14 20
P3753 20593 8 2
P3754 20595 3 20
P3755 20597 2 18
P3756 20605 6 7
P3757 20614 1 1
P3758 20623 17 19
P3759 20625 7 17
P3760 20630 20 18
P3761 20635 1 19
P3762 20640 11 5
P3763 20645 15 12
P3764 20647 15 18
P3765 20652 2 5
P3766 20662 5 4
P3767 20666 16 7
P3768 20674 11 16
P3769 20682 1 11
P3770 20685 19 13
P3771 20690 16 13
P3772 20694 1 9
P3773 20696 20 15
P3774 20705 14 9
P3775 20709 9 5
P3776 20719 17 9
P3777 20723 5 5
P3778 20732 14 14
P3779 20741 16 2
P3780 20745 19 9
P3781 20747 7 5
P3782 20750 12 4
P3783 20752 9 13
P3784 20754 1 19
P3785 20759 4 17
P3786 20763 4 19
P3787 20764 9 5
P3788 20769 4 16
P3789 20776 8 8
P3790 20784 14 4
P3791 20790 19 1
P3792 20797 5 4
P3793 20807 20 10
P3794 20808 5 9
P3795 20812 19 20
P3796 20818 9 4
P3797 20823 13 18
P3798 20827 3 1
P3799 20830 20 4
P3800 20839 3 17
P3801 20844 6 8
P3802 20849 6 3
P3803 20852 1 9
P3804 20861 2 15
P3805 20865 19 3
P3806 20872 19 20
P3807 20875 6 4
P3808 20885 14 5
P3809 20888 4 2
P3810 20896 6 12
P3811 20906 20 4
P3812 20908 11 11
P3813 20917 18 17
P3814 20926 1 10
P3815 20927 9 19
P3816 20937 12 12
P3817 20939 16 11
P3818 20942 17 19
P3819 20945 13 9
P3820 20952 13 18
P3821 20961 9 14
P3822 20968 1 16
P3823 20977 3 13
P3824 20986 4 19
P3825 20994 13 2
P3826 21002 12 18
P3827 21006 6 17
P3828 21011 13 13
P3829 21014 1 6
P3830 21024 2 6
P3831 21029 11 19
P3832 21032 15 12
P3833 21039 19 12
P3834 21041 2 6
P3835 21043 6 20
P3836 21047 5 15
P3837 21057 17 12
P3838 21061 11 11
P3839 21070 11 8
P3840 21077 2 17
P3841 21083 8 11
P3842 21085 7 3
P3843 21089 12 10
P3844 21095 5 5
P3845 21098 1 20
P3846 21105 12 1
P3847 21113 4 18
P3848 21118 20 8
P3849 21122 16 7
P3850 21126 13 19
P3851 21135 6 16
P3852 21138 10 1
P3853 21145 9 13
P3854 21149 11 15
P3855 21152 15 11
P3856 21154 10 14
P3857 21164 11 16
P3858 21171 13 2
P3859 21179 20 2
P3860 21181 18 6
P3861 21183 1 6
P3862 21189 17 17
P3863 21198 16 2
P3864 21208 16 3
P3865 21217 19 7
P3866 21223 17 13
P3867 21224 20 13
P3868 21234 5 4
P3869 21241 1 19
P3870 21243 17 4
P3871 21250 20 5
P3872 21251 16 2
P3873 21253 19 2
P3874 21262 6 9
P3875 21266 2 16
P3876 21274 16 3
P3877 21282 1 16
P3878 21289 14 1
P3879 21290 13 11
P3880 21298 12 3
P3881 21299 19 7
P3882 21304 13 10
P3883 21310 12 9
P3884 21315 17 19
P3885 21318 20 10
P3886 21326 8 1
P3887 21331 19 2
P3888 21336 10 6
P3889 21338 7 1
P3890 21339 8 3
P3891 21349 17 4
P3892 21358 12 14
P3893 21366 18 3
P3894 21368 14 17
P3895 21376 19 12
P3896 21381 2 11
P3897 21388 15 17
P3898 21397 20 11
P3899 21406 12 4
P3900 21415 7 15
P3901 21418 12 20
P3902 21421 19 1
P3903 21422 9 4
P3904 21423 8 19
P3905 21425 2 13
P3906 21431 7 16
P3907 21432 4 7
P3908 21438 16 20
P3909 21445 17 15
P3910 21451 14 18
P3911 21456 16 8
P3912 21465 20 12
P3913 21473 10 17
P3914 21482 9 6
P3915 21491 15 1
P3916 21496 4 9
P3917 21503 13 12
P3918 21505 20 11
